Course,Title,CourseType,Instructor,StartDate,EndDate,Weekdays,StartTime,EndTime,Location,RoomType,Enrolled,Credits,Department,BuildingName,RoomName
PSY 0107 01,Adv Statistics I,LEC,Chechile Richard A,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M007 223,Classroom,17,1,Psychology,Braker Hall,Braker 223
PSY 0120 01,Project Study/human Sys A,LEC,Aurelio David,9/2/14,12/8/14,W,6:00 PM,7:15 PM,M003 210,Classroom,0,0,Psychology,Anderson Hall,Anderson 210
PSY 0127 01,Behav Endocrinology,LEC,DeBold Joseph F,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M024 310,Classroom,14,1,Psychology,Tisch Library,Tisch 310
PSY 0128 01,Nutrition & Behavior,LEC,Goldsmith Marcy Coppelman,9/2/14,12/8/14,W,1:30 PM,4:00 PM,M013 101,Classroom,12,1,Psychology,26 Winthrop Street,26 Winthrop St Room 101
PSY 0129 01,Cognitive Neuroscience,LEC,Holcomb Phillip J,9/2/14,12/8/14,M,6:30 PM,9:00 PM,M021 301,Lecture Room,14,1,Psychology,Psychology Building,Psychology Building Room 301
PSY 0131 01,Cog Neuro Psych,LEC,Goldberg Ariel M,9/2/14,12/8/14,M,9:00 AM,11:30 AM,M003 312,Classroom,15,1,Psychology,Anderson Hall,Anderson 312
PSY 0133 01,Psychology & The Law,LEC,Sommers Samuel,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M002 007,Classroom,29,1,Psychology,Bromfield Pearson,Bromfield-Pearson 007
PSY 0134 01,Intrper/conf&negotiation,LEC,Nathanson Sinaia,9/2/14,12/8/14,M,1:30 PM,4:00 PM,M027 007,Seminar Room,12,1,Psychology,Paige Hall,Paige 007
PSY 0140 01,Mathematical Psychology,LEC,Chechile Richard A,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M021 201,Lecture Room,3,1,Psychology,Psychology Building,Psychology Building Room 201
PSY 0142 01,Seminar Aff Neuroscience,LEC,Urry Heather L.,9/2/14,12/8/14,W,1:30 PM,4:00 PM,M021 201,Lecture Room,10,1,Psychology,Psychology Building,Psychology Building Room 201
PSY 0150 01,Semantics,LEC,Jackendoff Ray S.,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M017 224,Classroom,4,1,Psychology,Miner Hall,Miner 224
PSY 0181 01,Superv Seminar Fieldwork A,LEC,Harder David W,9/2/14,12/8/14,F,9:30 AM,11:30 AM,M118 103,Seminar Room,10,0,Psychology,Fine Arts House,11 Talbot Ave 103
PSY 0181 02,Superv Seminar Fieldwork A,LEC,Kuperberg Gina R.,9/2/14,12/8/14,R,6:30 PM,9:00 PM,M021 301,Lecture Room,18,0,Psychology,Psychology Building,Psychology Building Room 301
PSY 0195 01,Sr Sem:cognitive&brain A,LEC,Thomas Ayanna K.,9/2/14,12/8/14,M,3:00 PM,4:00 PM,M021 111,Seminar Room,30,0,Psychology,Psychology Building,Psychology Building Conf Rm
PSY 0196 01,Seminar In Psychology,LEC,Muentener Paul,9/2/14,12/8/14,W,1:30 PM,4:00 PM,M013 108,Classroom,3,1,Psychology,26 Winthrop Street,26 Winthrop St Room 108
PSY 0196 02,Seminar In Psychology,LEC,Kanarek Robin,9/2/14,12/8/14,W,1:30 PM,4:00 PM,M040 005,Classroom,17,1,Psychology,Jackson Gym,Jackson 005
PSY 0212 01,Psychopathology,LEC,Shin Lisa,9/2/14,12/8/14,W,9:00 AM,11:30 AM,M021 201,Lecture Room,3,1,Psychology,Psychology Building,Psychology Building Room 201
PSY 0240 01,Mathematical Psychology,LEC,Chechile Richard A,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M021 201,Lecture Room,1,1,Psychology,Psychology Building,Psychology Building Room 201
PSY 0242 01,Seminar Aff Neuroscience,LEC,Urry Heather L.,9/2/14,12/8/14,W,1:30 PM,4:00 PM,M021 201,Lecture Room,9,1,Psychology,Psychology Building,Psychology Building Room 201
PSY 0248 01,The Predictive Mind,LEC,Kuperberg Gina R.,9/2/14,12/8/14,R,1:30 PM,4:00 PM,M021 301,Lecture Room,17,1,Psychology,Psychology Building,Psychology Building Room 301
PSY 0260 01,Sem:teaching In Psy,LEC,Taylor Holly,9/2/14,12/8/14,T,9:00 AM,11:30 AM,M021 301,Lecture Room,12,1,Psychology,Psychology Building,Psychology Building Room 301
REL 0001 01,Intro To Religion,LEC,Walser Joseph,9/2/14,12/8/14,T,9:00 AM,11:30 AM,M027 113,Classroom,42,1,Religion,Paige Hall,Paige Crane Room
REL 0004 01,Introduction to World Art I,LEC,Abramson Daniel,9/2/14,12/8/14,MW,10:30 AM,11:20 AM,M019 102,Assembly,7,1,Religion,Aidekman Arts Center,Cohen Auditorium
REL 0004 A,Introduction to World Art I,RCT,TBD,9/2/14,12/8/14,M,4:30 PM,5:20 PM,M118 103,Seminar Room,0,1,Religion,Fine Arts House,11 Talbot Ave 103
REL 0004 B,Introduction to World Art I,RCT,TBD,9/2/14,12/8/14,M,6:00 PM,6:50 PM,M118 103,Seminar Room,2,1,Religion,Fine Arts House,11 Talbot Ave 103
REL 0004 C,Introduction to World Art I,RCT,TBD,9/2/14,12/8/14,T,12:00 PM,12:50 PM,M040 006,Classroom,0,1,Religion,Jackson Gym,Jackson 006
REL 0004 D,Introduction to World Art I,RCT,TBD,9/2/14,12/8/14,T,4:30 PM,5:20 PM,M118 103,Seminar Room,0,1,Religion,Fine Arts House,11 Talbot Ave 103
REL 0004 E,Introduction to World Art I,RCT,TBD,9/2/14,12/8/14,W,3:00 PM,3:50 PM,M040 006,Classroom,0,1,Religion,Jackson Gym,Jackson 006
REL 0004 F,Introduction to World Art I,RCT,TBD,9/2/14,12/8/14,R,12:00 PM,12:50 PM,M019 012,Classroom,2,1,Religion,Aidekman Arts Center,Aidekman 012
REL 0004 G,Introduction to World Art I,RCT,TBD,9/2/14,12/8/14,R,6:00 PM,6:50 PM,M118 103,Seminar Room,3,1,Religion,Fine Arts House,11 Talbot Ave 103
REL 0005 01,Intro Arts Of Asia,LEC,Kaminishi Ikumi,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M024 316,Classroom,3,1,Religion,Tisch Library,Tisch 316
REL 0012 01,The Arts Of Japan,LEC,Kaminishi Ikumi,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M024 316,Classroom,6,1,Religion,Tisch Library,Tisch 316
REL 0021 01,Intro To Hebrew Bible,LEC,Hutaff Margaret,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M010 203,Classroom,18,1,Religion,Eaton Hall,Eaton 203
REL 0025 01,Medieval Architecture,LEC,Overbey Karen E.,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M019 009,Classroom,2,1,Religion,Aidekman Arts Center,Aidekman 009
REL 0028 01,Medieval Art Mediterrane,LEC,Hoffman Eva R,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M019 009,Classroom,3,1,Religion,Aidekman Arts Center,Aidekman 009
REL 0036 01,Hist of Christianity 1,LEC,Eyl Jennifer,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M024 314,Classroom,9,1,Religion,Tisch Library,Tisch 314
REL 0039 01,Religion in America 1,LEC,Curtis Heather D,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M010 202,Classroom,10,1,Religion,Eaton Hall,Eaton 202
REL 0045 01,Intro To Buddhism,LEC,Walser Joseph,9/2/14,12/8/14,M,6:30 PM,9:00 PM,M019 013,Classroom,20,1,Religion,Aidekman Arts Center,Aidekman 013
REL 0048 01,Intro To Islam,LEC,Garden Kenneth,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M040 005,Classroom,33,1,Religion,Jackson Gym,Jackson 005
REL 0055 01,Tech & Jewish Oral Trad,LEC,Summit Jeffrey,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M195 251,Classroom,1,1,Religion,Music Building,Granoff 251
REL 0068 01,Martin Luther:man & Era,LEC,Brown Daniel W,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M086 318,Classroom,2,1,Religion,Olin Center,Olin 318
REL 0073 01,Aspects Sephardic Trad,LEC,Ascher Gloria J,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M086 116,Classroom,1,1,Religion,Olin Center,Olin 116
REL 0099 01,Theory & Method Religion,LEC,Lemons Elizabeth B,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M010 203,Classroom,8,1,Religion,Eaton Hall,Eaton 203
REL 0100 01,Religion And Film,LEC,Lemons Elizabeth B,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M024 314,Classroom,15,1,Religion,Tisch Library,Tisch 314
REL 0107 01,Evangelicalism in America,LEC,Curtis Heather D,9/2/14,12/8/14,W,9:00 AM,11:30 AM,M010 124,Seminar Room,7,1,Religion,Eaton Hall,Eaton 124
REL 0125 01,Medieval Architecture,LEC,Overbey Karen E.,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M019 009,Classroom,0,1,Religion,Aidekman Arts Center,Aidekman 009
REL 0128 01,Medieval Art Mediterrane,LEC,Hoffman Eva R,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M019 009,Classroom,0,1,Religion,Aidekman Arts Center,Aidekman 009
REL 0134 01,Myth Ritual & Symbol,LEC,Stanton Catherine Louise,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M010 203,Classroom,5,1,Religion,Eaton Hall,Eaton 203
REL 0137 01,King David Israelite Mon,LEC,Rosenberg Joel,9/2/14,12/8/14,W,4:30 PM,7:15 PM,M086 107,Classroom,2,1,Religion,Olin Center,Olin 107
REL 0143 01,Sociology Of Religion,LEC,Aymer Paula,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M024 304,Classroom,4,1,Religion,Tisch Library,Tisch 304
REL 0149 01,Religion Colonial India,LEC,Hatcher Brian A.,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M010 207,Classroom,4,1,Religion,Eaton Hall,Eaton 207
REL 0157 01,Theories Spiritual Dev,LEC,Scarlett W George,9/2/14,12/8/14,R,1:30 PM,4:00 PM,M012 157,Classroom,2,1,Religion,Eliot Pearson Center,Eliot-Pearson 157
REL 0191 02,Special Topics,LEC,Garden Kenneth,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M010 207,Classroom,6,1,Religion,Eaton Hall,Eaton 207
REL 0191 03,Special Topics,LEC,Eyl Jennifer,9/2/14,12/8/14,T,1:30 PM,4:00 PM,M010 124,Seminar Room,3,1,Religion,Eaton Hall,Eaton 124
RUS 0001 A,Elementary Russian,LEC,Lemelin Christopher,9/2/14,12/8/14,F,1:30 PM,2:20 PM,M086 116,Classroom,12,1,Russian,Olin Center,Olin 116
RUS 0001 A,Elementary Russian,LEC,Lemelin Christopher,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M086 103,Classroom,12,1,Russian,Olin Center,Olin 103
RUS 0001 B,Elementary Russian,LEC,Iffland Petrov Nancy,9/2/14,12/8/14,F,10:30 AM,11:20 AM,M086 102,Classroom,9,1,Russian,Olin Center,Olin 102
RUS 0001 B,Elementary Russian,LEC,Iffland Petrov Nancy,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M027 007,Seminar Room,9,1,Russian,Paige Hall,Paige 007
RUS 0003 A,Intermediate Russian,LEC,Lemelin Christopher,9/2/14,12/8/14,F,12:00 PM,12:50 PM,M086 103,Classroom,14,1,Russian,Olin Center,Olin 103
RUS 0003 A,Intermediate Russian,LEC,Lemelin Christopher,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M086 103,Classroom,14,1,Russian,Olin Center,Olin 103
RUS 0021 01,Composition/conversation,LEC,Chaput Patricia,9/2/14,12/8/14,F,12:00 PM,12:50 PM,M086 102,Classroom,4,1,Russian,Olin Center,Olin 102
RUS 0021 01,Composition/conversation,LEC,Chaput Patricia,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M086 334,Classroom,4,1,Russian,Olin Center,Olin Center Room 334
RUS 0080 01,Russian Film,LEC,Johnson Vida T,9/2/14,12/8/14,TR,4:30 PM,7:00 PM,M086 012,Classroom,9,1,Russian,Olin Center,Olin 012
RUS 0091 01,Special Topics,LEC,Carleton Gregory,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M086 012,Classroom,4,1,Russian,Olin Center,Olin 012
RUS 0091 02,Special Topics,LEC,Lemelin Christopher,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M086 011,Classroom,13,1,Russian,Olin Center,Olin 011
RUS 0121 01,Advanced Russian,LEC,Gassel-Vozlinskaya Tatyana,9/2/14,12/8/14,F,10:30 AM,11:20 AM,M086 111,Classroom,7,1,Russian,Olin Center,Olin 111
RUS 0121 01,Advanced Russian,LEC,Gassel-Vozlinskaya Tatyana,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M086 318,Classroom,7,1,Russian,Olin Center,Olin 318
RUS 0123 01,Russia Today: Bus & Pol,LEC,Gassel-Vozlinskaya Tatyana,9/2/14,12/8/14,MW,6:00 PM,7:15 PM,M086 006,Classroom,6,1,Russian,Olin Center,Olin 006 
RUS 0191 02,Special Topics,LEC,Lemelin Christopher,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M086 011,Classroom,3,1,Russian,Olin Center,Olin 011
SOC 0001 01,Intro To Sociology,LEC,Dhingra Pawan,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M010 201,Classroom,74,1,Sociology,Eaton Hall,Eaton 201 
SOC 0030 01,Sex & Gender In Society,LEC,Nava-coulter Brett,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M010 202,Classroom,46,1,Sociology,Eaton Hall,Eaton 202
SOC 0040 01,Media And Society,LEC,Sobieraj Sarah,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M010 201,Classroom,62,1,Sociology,Eaton Hall,Eaton 201 
SOC 0094 01,Special Topics,LEC,Vecitis Katherine Sirles,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M024 314,Classroom,28,1,Sociology,Tisch Library,Tisch 314
SOC 0094 02,Special Topics,LEC,Nava-coulter Brett,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M010 201,Classroom,20,1,Sociology,Eaton Hall,Eaton 201 
SOC 0101 01,Quant Research Methods,LEC,Clerge Orly,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M010 201,Classroom,62,1,Sociology,Eaton Hall,Eaton 201 
SOC 0102 01,Qualitative Res Methods,LEC,Marrow Helen B.,9/2/14,12/8/14,R,12:00 PM,2:30 PM,M010 124,Seminar Room,15,1,Sociology,Eaton Hall,Eaton 124
SOC 0110 01,Racial/ethnic Minorities,LEC,Aymer Paula,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M010 207,Classroom,10,1,Sociology,Eaton Hall,Eaton 207
SOC 0112 01,Criminology,LEC,Vecitis Katherine Sirles,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M003 210,Classroom,26,1,Sociology,Anderson Hall,Anderson 210
SOC 0120 01,Soc Of War & Peace,LEC,Joseph Paul I,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M024 316,Classroom,29,1,Sociology,Tisch Library,Tisch 316
SOC 0130 01,Social Inequalities/Social Jus,LEC,Rodriquez Tomas,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M009 112,Classroom,9,1,Sociology,Pearson Laboratory,Pearson 112
SOC 0135 01,Social Movements,LEC,Leondar-Wright Betsy,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M006 100A,Classroom,13,1,Sociology,Lane Hall,Lane 100A
SOC 0141 01,Medical Sociology,LEC,Gillespie Christopher K.,9/2/14,12/8/14,TR,6:00 PM,7:15 PM,M010 202,Classroom,11,1,Sociology,Eaton Hall,Eaton 202
SOC 0143 01,Sociology Of Religion,LEC,Aymer Paula,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M024 304,Classroom,4,1,Sociology,Tisch Library,Tisch 304
SOC 0149 08,Selected Topics In Soc,LEC,Joseph Paul I,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M010 124,Seminar Room,7,1,Sociology,Eaton Hall,Eaton 124
SOC 0149 15,Selected Topics In Soc,LEC,Weber Shannon Nicolle,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M010 201,Classroom,15,1,Sociology,Eaton Hall,Eaton 201 
SOC 0188 04,Seminar In Current Soc,LEC,Sobieraj Sarah,9/2/14,12/8/14,T,1:30 PM,4:00 PM,M006 100A,Classroom,14,1,Sociology,Lane Hall,Lane 100A
SOC 0190 01,Politics/media Immigr,LEC,Marrow Helen B.,9/2/14,12/8/14,W,1:30 PM,4:00 PM,M024 310,Classroom,15,1,Sociology,Tisch Library,Tisch 310
SPN 0001 A,Elem Spanish I,LEC,Oppenheim Adele W,9/2/14,12/8/14,MW,8:30 AM,9:20 AM,M086 113,Classroom,16,1,Spanish,Olin Center,Olin 113
SPN 0001 A,Elem Spanish I,LEC,Oppenheim Adele W,9/2/14,12/8/14,R,9:30 AM,10:20 AM,M086 113,Classroom,16,1,Spanish,Olin Center,Olin 113
SPN 0001 AZ,Elem Spanish I,LEC,Klatt Andrew J,9/2/14,12/8/14,MW,8:30 AM,9:20 AM,M086 111,Classroom,15,1,Spanish,Olin Center,Olin 111
SPN 0001 AZ,Elem Spanish I,LEC,Klatt Andrew J,9/2/14,12/8/14,R,9:30 AM,10:20 AM,M086 111,Classroom,15,1,Spanish,Olin Center,Olin 111
SPN 0001 B,Elem Spanish I,LEC,Oppenheim Adele W,9/2/14,12/8/14,TRF,8:30 AM,9:20 AM,M086 113,Classroom,15,1,Spanish,Olin Center,Olin 113
SPN 0001 C,Elem Spanish I,LEC,Haltom Pam,9/2/14,12/8/14,TWF,9:30 AM,10:20 AM,M086 112,Classroom,15,1,Spanish,Olin Center,Olin 112
SPN 0001 D,Elem Spanish I,LEC,Haltom Pam,9/2/14,12/8/14,MWF,10:30 AM,11:20 AM,M086 006,Classroom,16,1,Spanish,Olin Center,Olin 006 
SPN 0001 E,Elem Spanish I,LEC,Tano Cheryl Anne,9/2/14,12/8/14,F,3:30 PM,4:20 PM,M086 006,Classroom,11,1,Spanish,Olin Center,Olin 006 
SPN 0001 E,Elem Spanish I,LEC,Tano Cheryl Anne,9/2/14,12/8/14,MW,3:00 PM,3:50 PM,M086 006,Classroom,11,1,Spanish,Olin Center,Olin 006 
SPN 0001 F,Elem Spanish I,LEC,Tano Cheryl Anne,9/2/14,12/8/14,M,4:30 PM,5:20 PM,M086 113,Classroom,16,1,Spanish,Olin Center,Olin 113
SPN 0001 F,Elem Spanish I,LEC,Tano Cheryl Anne,9/2/14,12/8/14,TR,3:00 PM,3:50 PM,M086 113,Classroom,16,1,Spanish,Olin Center,Olin 113
SPN 0001 G,Elem Spanish I,LEC,Tano Cheryl Anne,9/2/14,12/8/14,TWR,4:30 PM,5:20 PM,M086 113,Classroom,14,1,Spanish,Olin Center,Olin 113
SPN 0002 A,Elem Spanish II,LEC,Haltom Pam,9/2/14,12/8/14,MW,8:30 AM,9:20 AM,M086 006,Classroom,16,1,Spanish,Olin Center,Olin 006 
SPN 0002 A,Elem Spanish II,LEC,Haltom Pam,9/2/14,12/8/14,R,9:30 AM,10:20 AM,M086 006,Classroom,16,1,Spanish,Olin Center,Olin 006 
SPN 0002 B,Elem Spanish II,LEC,Oppenheim Adele W,9/2/14,12/8/14,TWF,9:30 AM,10:20 AM,M086 001,Classroom,15,1,Spanish,Olin Center,Olin 001
SPN 0002 C,Elem Spanish II,LEC,de Laire Mulgrew Anne,9/2/14,12/8/14,M,9:30 AM,10:20 AM,M038 016,Classroom,18,1,Spanish,East Hall,East 016
SPN 0002 C,Elem Spanish II,LEC,de Laire Mulgrew Anne,9/2/14,12/8/14,TR,10:30 AM,11:20 AM,M038 016,Classroom,18,1,Spanish,East Hall,East 016
SPN 0002 D,Elem Spanish II,LEC,Paolini Elena,9/2/14,12/8/14,F,3:30 PM,4:20 PM,M086 113,Classroom,11,1,Spanish,Olin Center,Olin 113
SPN 0002 D,Elem Spanish II,LEC,Paolini Elena,9/2/14,12/8/14,MW,3:00 PM,3:50 PM,M086 113,Classroom,11,1,Spanish,Olin Center,Olin 113
SPN 0002 E,Elem Spanish II,LEC,Fernandez-Garcia Marisol,9/2/14,12/8/14,MWF,1:30 PM,2:20 PM,M086 220,Classroom,10,1,Spanish,Olin Center,Olin 220
SPN 0002 F,Elem Spanish II,LEC,Smith Patricia,9/2/14,12/8/14,MWR,4:30 PM,5:20 PM,M086 102,Classroom,8,1,Spanish,Olin Center,Olin 102
SPN 0002 RA,Elem Spanish II,RCT,Rosso-O'Laughlin Marta R,9/2/14,12/8/14,M,12:00 PM,12:40 PM,M086 101,Classroom,10,1,Spanish,Olin Center,Olin 101
SPN 0002 RB,Elem Spanish II,RCT,Rosso-O'Laughlin Marta R,9/2/14,12/8/14,M,12:00 PM,12:40 PM,M086 102,Classroom,11,1,Spanish,Olin Center,Olin 102
SPN 0002 RC,Elem Spanish II,RCT,Rosso-O'Laughlin Marta R,9/2/14,12/8/14,M,12:45 PM,1:25 PM,M086 101,Classroom,11,1,Spanish,Olin Center,Olin 101
SPN 0002 RD,Elem Spanish II,RCT,Rosso-O'Laughlin Marta R,9/2/14,12/8/14,M,6:00 PM,6:40 PM,M086 101,Classroom,10,1,Spanish,Olin Center,Olin 101
SPN 0002 RE,Elem Spanish II,RCT,Rosso-O'Laughlin Marta R,9/2/14,12/8/14,T,4:30 PM,5:10 PM,M086 001,Classroom,11,1,Spanish,Olin Center,Olin 001
SPN 0002 RF,Elem Spanish II,RCT,Rosso-O'Laughlin Marta R,9/2/14,12/8/14,T,5:15 PM,5:55 PM,M086 001,Classroom,3,1,Spanish,Olin Center,Olin 001
SPN 0002 RG,Elem Spanish II,RCT,Rosso-O'Laughlin Marta R,9/2/14,12/8/14,T,6:00 PM,6:40 PM,M086 102,Classroom,0,1,Spanish,Olin Center,Olin 102
SPN 0002 RH,Elem Spanish II,RCT,Rosso-O'Laughlin Marta R,9/2/14,12/8/14,W,12:00 PM,12:40 PM,M086 006,Classroom,10,1,Spanish,Olin Center,Olin 006 
SPN 0002 RJ,Elem Spanish II,RCT,Rosso-O'Laughlin Marta R,9/2/14,12/8/14,W,4:30 PM,5:10 PM,M086 103,Classroom,7,1,Spanish,Olin Center,Olin 103
SPN 0002 RK,Elem Spanish II,RCT,Rosso-O'Laughlin Marta R,9/2/14,12/8/14,W,6:00 PM,6:40 PM,M086 108,Classroom,4,1,Spanish,Olin Center,Olin 108
SPN 0003 A,Intermed Spanish I,LEC,Older Dora V,9/2/14,12/8/14,MW,8:30 AM,9:20 AM,M086 112,Classroom,17,1,Spanish,Olin Center,Olin 112
SPN 0003 A,Intermed Spanish I,LEC,Older Dora V,9/2/14,12/8/14,R,9:30 AM,10:20 AM,M086 112,Classroom,17,1,Spanish,Olin Center,Olin 112
SPN 0003 B,Intermed Spanish I,LEC,Older Dora V,9/2/14,12/8/14,TRF,8:30 AM,9:20 AM,M086 112,Classroom,15,1,Spanish,Olin Center,Olin 112
SPN 0003 C,Intermed Spanish I,LEC,Older Dora V,9/2/14,12/8/14,TWF,9:30 AM,10:20 AM,M086 101,Classroom,16,1,Spanish,Olin Center,Olin 101
SPN 0003 D,Intermed Spanish I,LEC,Gonzalez Pedemonte Nilza V,9/2/14,12/8/14,M,9:30 AM,10:20 AM,M086 113,Classroom,15,1,Spanish,Olin Center,Olin 113
SPN 0003 D,Intermed Spanish I,LEC,Gonzalez Pedemonte Nilza V,9/2/14,12/8/14,TR,10:30 AM,11:20 AM,M086 113,Classroom,15,1,Spanish,Olin Center,Olin 113
SPN 0003 E,Intermed Spanish I,LEC,Gonzalez Pedemonte Nilza V,9/2/14,12/8/14,MWF,10:30 AM,11:20 AM,M086 220,Classroom,17,1,Spanish,Olin Center,Olin 220
SPN 0003 F,Intermed Spanish I,LEC,Belansky Aida,9/2/14,12/8/14,TRF,12:00 PM,12:50 PM,M086 218,Classroom,15,1,Spanish,Olin Center,Olin 218
SPN 0003 G,Intermed Spanish I,LEC,de Laire Mulgrew Anne,9/2/14,12/8/14,MWF,1:30 PM,2:20 PM,M086 006,Classroom,16,1,Spanish,Olin Center,Olin 006 
SPN 0003 H,Intermed Spanish I,LEC,Dietrick Charles P,9/2/14,12/8/14,MWF,1:30 PM,2:20 PM,M086 113,Classroom,16,1,Spanish,Olin Center,Olin 113
SPN 0003 J,Intermed Spanish I,LEC,de Laire Mulgrew Anne,9/2/14,12/8/14,F,2:30 PM,3:20 PM,M086 220,Classroom,15,1,Spanish,Olin Center,Olin 220
SPN 0003 J,Intermed Spanish I,LEC,de Laire Mulgrew Anne,9/2/14,12/8/14,TR,1:30 PM,2:20 PM,M086 220,Classroom,15,1,Spanish,Olin Center,Olin 220
SPN 0003 K,Intermed Spanish I,LEC,Belansky Aida,9/2/14,12/8/14,M,4:30 PM,5:20 PM,M086 220,Classroom,13,1,Spanish,Olin Center,Olin 220
SPN 0003 K,Intermed Spanish I,LEC,Belansky Aida,9/2/14,12/8/14,TR,3:00 PM,3:50 PM,M086 220,Classroom,13,1,Spanish,Olin Center,Olin 220
SPN 0003 L,Intermed Spanish I,LEC,Belansky Aida,9/2/14,12/8/14,TWR,4:30 PM,5:20 PM,M086 112,Classroom,16,1,Spanish,Olin Center,Olin 112
SPN 0003 M,Intermed Spanish I,LEC,Mederos Raysa,9/2/14,12/8/14,MTR,6:00 PM,6:50 PM,M086 113,Classroom,16,1,Spanish,Olin Center,Olin 113
SPN 0004 A,Intermed Spanish II,LEC,Risse Katherine,9/2/14,12/8/14,MW,8:30 AM,9:20 AM,M086 110,Classroom,14,1,Spanish,Olin Center,Olin 110
SPN 0004 A,Intermed Spanish II,LEC,Risse Katherine,9/2/14,12/8/14,R,9:30 AM,10:20 AM,M086 110,Classroom,14,1,Spanish,Olin Center,Olin 110
SPN 0004 B,Intermed Spanish II,LEC,Risse Katherine,9/2/14,12/8/14,TWF,9:30 AM,10:20 AM,M086 111,Classroom,16,1,Spanish,Olin Center,Olin 111
SPN 0004 C,Intermed Spanish II,LEC,Risse Katherine,9/2/14,12/8/14,M,9:30 AM,10:20 AM,M086 006,Classroom,14,1,Spanish,Olin Center,Olin 006 
SPN 0004 C,Intermed Spanish II,LEC,Risse Katherine,9/2/14,12/8/14,TR,10:30 AM,11:20 AM,M086 006,Classroom,14,1,Spanish,Olin Center,Olin 006 
SPN 0004 D,Intermed Spanish II,LEC,Dietrick Charles P,9/2/14,12/8/14,MWF,10:30 AM,11:20 AM,M086 113,Classroom,11,1,Spanish,Olin Center,Olin 113
SPN 0004 E,Intermed Spanish II,LEC,Marcelin Teresa,9/2/14,12/8/14,TRF,12:00 PM,12:50 PM,M086 001,Classroom,10,1,Spanish,Olin Center,Olin 001
SPN 0004 F,Intermed Spanish II,LEC,Fernandez-Garcia Marisol,9/2/14,12/8/14,F,3:30 PM,4:20 PM,M086 107,Classroom,7,1,Spanish,Olin Center,Olin 107
SPN 0004 F,Intermed Spanish II,LEC,Fernandez-Garcia Marisol,9/2/14,12/8/14,MW,3:00 PM,3:50 PM,M086 107,Classroom,7,1,Spanish,Olin Center,Olin 107
SPN 0004 G,Intermed Spanish II,LEC,Marcelin Teresa,9/2/14,12/8/14,M,9:30 AM,10:20 AM,M019 012,Classroom,11,1,Spanish,Aidekman Arts Center,Aidekman 012
SPN 0004 G,Intermed Spanish II,LEC,Marcelin Teresa,9/2/14,12/8/14,TR,10:30 AM,11:20 AM,M019 012,Classroom,11,1,Spanish,Aidekman Arts Center,Aidekman 012
SPN 0004 H,Intermed Spanish II,LEC,Fernandez-Garcia Marisol,9/2/14,12/8/14,MWR,4:30 PM,5:20 PM,M086 006,Classroom,10,1,Spanish,Olin Center,Olin 006 
